# Constructed from biom file
#OTU ID	SRR521207	SRR515153	SRR521174	SRR518987	SRR521180	SRR521181	SRR521183	SRR521188	SRR521191	SRR521194	SRR521211	SRR521212	SRR521213	SRR521214	SRR521235	SRR521190	SRR521196	SRR521177	SRR521198	SRR521185	SRR521225	SRR521215	SRR521221	SRR521242	SRR521203	SRR521219	SRR521197	SRR521227	SRR521247	SRR521172	SRR521173	SRR521232	SRR521220	SRR521259	SRR521244	SRR521176	SRR521195	SRR521209	SRR521192	SRR521189	SRR521175	SRR521200	SRR521251	SRR521253	SRR521216	SRR521230	SRR521234	SRR521236	SRR521239	SRR521241	SRR521243	SRR521249	SRR521258	SRR521264	SRR521265	SRR521222	SRR521182	SRR521187	SRR521205	SRR521226	SRR521250	SRR521199	SRR521233	SRR521245	SRR521179	SRR521237	SRR521204	SRR521184	SRR521255	SRR521178	SRR521186	SRR521252	SRR521217	SRR521246	SRR521193	SRR521202	SRR521224	SRR521257	SRR521208	SRR521223	SRR521256	SRR521231	SRR521248	SRR521240	SRR521238	SRR521260	SRR521262	SRR521229	SRR521254	SRR521261	SRR521201	SRR521206	SRR521263
k__Bacteria;p__Firmicutes;c__Erysipelotrichi;o__Erysipelotrichales;f__Erysipelotrichaceae	0.00125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0025	0.00125	0.0	0.0	0.0	0.0	0.0	0.00125	0.0	0.0	0.0	0.0	0.00125	0.0	0.00375	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00125	0.0	0.0	0.00125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0025	0.0	0.0	0.00125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00125	0.00375	0.0	0.0	0.0	0.00125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae	0.0025	0.005	0.0	0.00375	0.005	0.00125	0.00375	0.0	0.0025	0.005	0.0025	0.0025	0.00125	0.00125	0.0025	0.0	0.0	0.00375	0.0	0.00375	0.00125	0.0	0.00375	0.0	0.0025	0.005	0.00375	0.0	0.0025	0.0025	0.0025	0.0025	0.0	0.0	0.00375	0.0	0.0025	0.0025	0.0075	0.00125	0.0025	0.0	0.00625	0.0025	0.0	0.0025	0.0	0.0	0.0	0.00125	0.00125	0.00125	0.0	0.0025	0.0	0.00125	0.0025	0.00125	0.0	0.0	0.00875	0.0025	0.0	0.0025	0.00625	0.0025	0.00125	0.00375	0.00375	0.00125	0.00375	0.00125	0.0	0.0025	0.00125	0.0	0.0	0.00125	0.0	0.00125	0.00375	0.0	0.0	0.0	0.00125	0.0	0.0	0.00375	0.00125	0.00375	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Oxalobacteraceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfarculales;f__Desulfarculaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfovibrionales;f__Desulfovibrionaceae	0.01625	0.00875	0.0	0.00375	0.0075	0.00375	0.00375	0.00375	0.0075	0.0125	0.00625	0.01	0.005	0.01	0.105	0.00875	0.00625	0.005	0.01	0.0025	0.00375	0.01125	0.00875	0.1375	0.0125	0.03375	0.005	0.0025	0.0225	0.0075	0.0025	0.00375	0.0075	0.0	0.0025	0.00375	0.00375	0.0275	0.00125	0.0125	0.00375	0.00625	0.00875	0.01125	0.06125	0.10125	0.00125	0.02875	0.01375	0.02625	0.005	0.17375	0.01125	0.01625	0.0	0.00625	0.00625	0.01375	0.0125	0.0	0.00375	0.00375	0.18375	0.0175	0.005	0.0025	0.02875	0.0025	0.13	0.005	0.00125	0.09125	0.0	0.065	0.00875	0.00875	0.00375	0.0225	0.03875	0.0475	0.02375	0.00125	0.00125	0.0	0.0	0.005	0.00375	0.00125	0.06875	0.00375	0.00125	0.01125	0.01875
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacteriales;f__Enterobacteriaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0025	0.0	0.00125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0025
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00125	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00125	0.0	0.0	0.0	0.0	0.0	0.0	0.00125	0.0	0.0	0.0	0.00125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Pseudomonadaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
k__Bacteria;p__TM7;c__TM7-3;o__CW040;f__F16	0.00125	0.00125	0.00125	0.0025	0.0	0.005	0.00375	0.0025	0.005	0.00125	0.0025	0.0025	0.0	0.0	0.0025	0.0	0.0	0.00125	0.0	0.00125	0.0025	0.00625	0.0	0.025	0.0	0.0025	0.0	0.00125	0.01125	0.0075	0.00375	0.0125	0.0	0.005	0.005	0.00375	0.00375	0.00875	0.00125	0.00375	0.0	0.0025	0.0025	0.01625	0.03	0.05	0.0	0.005	0.005	0.01	0.005	0.06375	0.00625	0.02875	0.005	0.0	0.00375	0.0	0.005	0.00125	0.0025	0.00125	0.08125	0.0025	0.0	0.00625	0.00375	0.0	0.00625	0.00125	0.0025	0.0025	0.0	0.0	0.0025	0.00625	0.0075	0.02625	0.015	0.005	0.01	0.00375	0.0	0.00375	0.0075	0.00125	0.015	0.00375	0.0225	0.01625	0.0025	0.005	0.035
k__Bacteria;p__Tenericutes;c__Mollicutes;o__Anaeroplasmatales;f__Anaeroplasmataceae	0.0175	0.0	0.0	0.0	0.0	0.0025	0.0	0.0	0.0	0.0	0.00375	0.00125	0.00125	0.0025	0.00125	0.0025	0.0025	0.00625	0.00125	0.0	0.005	0.0075	0.0025	0.0	0.00125	0.0	0.0	0.0125	0.0	0.0	0.00125	0.0	0.005	0.0	0.0	0.005	0.00625	0.0	0.0	0.0025	0.00125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0025	0.0	0.0	0.0	0.0	0.0	0.0	0.01	0.00375	0.0	0.0175	0.00625	0.00125	0.0025	0.0	0.0	0.0	0.0025	0.0	0.0	0.0	0.00625	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00125	0.0	0.0	0.0	0.0025	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0025
k__Bacteria;p__Tenericutes;c__Mollicutes;o__RF39;f__	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.00125	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
